date,hour,NO,NO2,NOx,O3
2014-05-07,11,2,12,16,89
2014-05-07,12,1,7,10,109
2014-05-07,13,3,4,8,120
2014-05-07,14,1,6,9,121
2014-05-07,15,1,7,8,118
2014-05-07,16,1,7,10,120
2014-05-07,17,1,9,12,114
2014-05-07,18,1,10,12,109
2014-05-07,19,1,19,21,81
2014-05-07,20,1,25,27,58
2014-05-07,21,1,18,20,61
2014-05-07,22,1,14,16,63
2014-05-07,23,1,9,10,75
2014-05-07,24,1,4,4,87
2014-05-08,1,1,2,4,86
2014-05-08,2,1,2,2,93
2014-05-08,3,,,,82
2014-05-08,4,1,2,2,
2014-05-08,5,1,2,6,55
2014-05-08,6,1,2,5,68
2014-05-08,7,1,7,8,76
2014-05-08,8,1,6,8,93
2014-05-08,9,1,2,6,97
2014-05-08,10,1,6,9,95
2014-05-08,11,3,5,9,107
2014-05-08,12,1,2,6,114
2014-05-08,13,1,5,7,121
2014-05-08,14,,,,
2014-05-08,15,1,10,13,120
2014-05-08,16,1,14,15,122
2014-05-08,17,1,13,16,128
2014-05-08,18,1,13,14,122
2014-05-08,19,1,12,14,110
2014-05-08,20,1,16,17,87
2014-05-08,21,1,14,15,82
2014-05-08,22,1,11,13,79
2014-05-08,23,1,8,9,75
2014-05-08,24,1,5,7,79
2014-05-09,1,1,5,7,71
2014-05-09,2,1,2,4,71
2014-05-09,3,,,,71
2014-05-09,4,1,2,5,
2014-05-09,5,1,7,8,57
2014-05-09,6,1,8,10,57
2014-05-09,7,2,13,16,60
2014-05-09,8,3,14,19,53
2014-05-09,9,2,10,14,75
2014-05-09,10,2,5,9,95
2014-05-09,11,3,8,13,97
2014-05-09,12,1,4,6,109
2014-05-09,13,1,5,7,123
2014-05-09,14,1,5,6,131
2014-05-09,15,1,4,6,137
2014-05-09,16,1,2,6,138
2014-05-09,17,1,2,6,141
2014-05-09,18,1,2,5,144
2014-05-09,19,1,7,9,111
2014-05-09,20,1,7,8,97
2014-05-09,21,1,2,4,94
2014-05-09,22,1,2,2,94
2014-05-09,23,1,2,5,85
2014-05-09,24,1,2,2,84
2014-05-10,1,1,2,2,86
2014-05-10,2,1,2,2,83
2014-05-10,3,,,,79
2014-05-10,4,1,6,8,
2014-05-10,5,1,8,10,65
2014-05-10,6,1,9,11,49
2014-05-10,7,3,19,23,41
2014-05-10,8,4,20,25,50
2014-05-10,9,3,14,19,69
2014-05-10,10,2,9,12,92
2014-05-10,11,2,9,13,103
2014-05-10,12,1,13,15,107
2014-05-10,13,1,9,11,129
2014-05-10,14,1,5,7,141
2014-05-10,15,1,6,7,146
2014-05-10,16,1,5,7,151
2014-05-10,17,1,5,7,149
2014-05-10,18,1,10,12,139
2014-05-10,19,1,7,10,119
2014-05-10,20,1,7,9,111
2014-05-10,21,1,6,8,111
2014-05-10,22,1,5,6,115
2014-05-10,23,1,2,4,115
2014-05-10,24,1,6,7,88
2014-05-11,1,1,8,9,68
2014-05-11,2,1,6,7,64
2014-05-11,3,,,,49
2014-05-11,4,1,7,9,
2014-05-11,5,1,10,12,39
2014-05-11,6,1,11,12,38
2014-05-11,7,1,10,13,47
2014-05-11,8,1,8,10,73
2014-05-11,9,2,7,10,87
2014-05-11,10,1,5,8,95
2014-05-11,11,1,4,6,104
2014-05-11,12,1,2,5,99
2014-05-11,13,1,2,4,98
2014-05-11,14,1,2,2,95
2014-05-11,15,1,2,4,96
2014-05-11,16,1,2,4,93
2014-05-11,17,1,2,2,86
2014-05-11,18,1,2,2,79
2014-05-11,19,1,2,2,77
2014-05-11,20,1,2,4,103
2014-05-11,21,1,4,5,84
2014-05-11,22,1,2,2,74
2014-05-11,23,1,2,4,86
2014-05-11,24,1,7,9,80
2014-05-12,1,1,4,5,87
2014-05-12,2,1,2,4,81
2014-05-12,3,,,,84
2014-05-12,4,1,5,7,
2014-05-12,5,1,7,8,74
2014-05-12,6,1,8,10,78
2014-05-12,7,1,9,11,74
2014-05-12,8,2,8,11,76
2014-05-12,9,2,7,10,85
2014-05-12,10,1,9,12,84
2014-05-12,11,3,11,15,83
2014-05-12,12,1,10,13,87
2014-05-12,13,2,9,12,95
2014-05-12,14,2,5,8,106
2014-05-12,15,1,2,6,110
2014-05-12,16,1,5,6,111
2014-05-12,17,1,7,9,111
2014-05-12,18,1,5,5,112
2014-05-12,19,1,2,5,105
2014-05-12,20,1,2,2,99
2014-05-12,21,1,6,8,85
2014-05-12,22,1,6,8,93
2014-05-12,23,1,2,4,95
2014-05-12,24,1,2,2,91
2014-05-13,1,1,2,2,95
2014-05-13,2,1,2,2,90
2014-05-13,3,,,,81
2014-05-13,4,1,5,6,
2014-05-13,5,1,6,9,76
2014-05-13,6,1,6,8,78
2014-05-13,7,1,8,10,74
2014-05-13,8,1,7,10,78
2014-05-13,9,2,10,13,84
2014-05-13,10,2,9,12,88
2014-05-13,11,2,7,10,91
2014-05-13,12,2,8,11,94
2014-05-13,13,1,6,9,97
2014-05-13,14,1,7,10,96
2014-05-13,15,1,10,12,92
2014-05-13,16,1,10,11,89
2014-05-13,17,1,7,10,87
2014-05-13,18,1,8,10,82
2014-05-13,19,1,11,14,69
2014-05-13,20,1,11,12,62
2014-05-13,21,1,11,13,60
2014-05-13,22,1,6,7,75
2014-05-13,23,1,11,12,47
2014-05-13,24,1,9,11,35
2014-05-14,1,1,7,9,32
2014-05-14,2,1,6,8,37
2014-05-14,3,,,,36
2014-05-14,4,1,7,8,
2014-05-14,5,1,11,14,25
2014-05-14,6,2,12,15,20
2014-05-14,7,5,15,22,30
2014-05-14,8,6,17,27,39
2014-05-14,9,9,21,35,40
2014-05-14,10,7,21,33,48
2014-05-14,11,3,9,14,83
2014-05-14,12,2,7,10,91
2014-05-14,13,3,6,10,97
2014-05-14,14,1,5,8,98
2014-05-14,15,2,7,10,99
2014-05-14,16,1,2,6,104
2014-05-14,17,1,2,7,102
2014-05-14,18,3,10,14,93
2014-05-14,19,1,8,9,94
2014-05-14,20,1,6,7,95
2014-05-14,21,1,9,11,75
2014-05-14,22,1,5,8,66
2014-05-14,23,1,2,6,67
2014-05-14,24,1,2,4,66
2014-05-15,1,1,2,2,56
2014-05-15,2,1,2,2,50
2014-05-15,3,,,,51
2014-05-15,4,1,4,7,
2014-05-15,5,1,9,11,42
2014-05-15,6,1,10,12,41
2014-05-15,7,6,22,31,41
2014-05-15,8,1,6,8,82
2014-05-15,9,1,6,8,84
2014-05-15,10,1,2,5,92
2014-05-15,11,1,2,2,97
2014-05-15,12,1,2,5,102
2014-05-15,13,1,2,2,108
2014-05-15,14,1,2,2,111
2014-05-15,15,1,2,2,113
2014-05-15,16,1,2,2,117
2014-05-15,17,1,2,5,119
2014-05-15,18,1,4,6,114
2014-05-15,19,1,6,8,110
2014-05-15,20,1,18,21,65
2014-05-15,21,1,9,11,76
2014-05-15,22,1,2,2,92
2014-05-15,23,1,2,2,91
2014-05-15,24,1,2,2,91
2014-05-16,1,1,2,2,90
2014-05-16,2,1,2,2,94
2014-05-16,3,,,,90
2014-05-16,4,1,6,7,
2014-05-16,5,1,4,6,90
2014-05-16,6,1,4,6,88
2014-05-16,7,1,6,9,82
2014-05-16,8,1,7,9,82
2014-05-16,9,1,7,10,83
2014-05-16,10,1,6,8,83
2014-05-16,11,1,6,8,87
2014-05-16,12,1,6,8,87
2014-05-16,13,1,5,8,91
2014-05-16,14,1,6,9,95
2014-05-16,15,2,8,11,91
2014-05-16,16,1,6,9,96
2014-05-16,17,1,6,8,96
2014-05-16,18,1,7,9,94
2014-05-16,19,1,9,11,88
2014-05-16,20,1,6,8,88
2014-05-16,21,1,6,8,86
2014-05-16,22,1,5,6,80
2014-05-16,23,1,7,9,60
2014-05-16,24,1,6,8,59
2014-05-17,1,1,2,5,59
2014-05-17,2,1,2,2,59
2014-05-17,3,,,,48
2014-05-17,4,1,2,2,
2014-05-17,5,1,5,6,38
2014-05-17,6,1,2,2,56
2014-05-17,7,1,5,7,48
2014-05-17,8,2,5,8,59
2014-05-17,9,1,2,2,80
2014-05-17,10,1,2,2,89
2014-05-17,11,,,,98
2014-05-17,12,,,,104
2014-05-17,13,,,,111
2014-05-17,14,,,,114
2014-05-17,15,,,,119
2014-05-17,16,1,2,2,121
2014-05-17,17,,,,123
2014-05-17,18,,,,123
2014-05-17,19,1,2,2,108
2014-05-17,20,1,2,2,100
2014-05-17,21,1,2,5,95
2014-05-17,22,1,2,4,97
2014-05-17,23,1,2,2,95
2014-05-17,24,1,4,5,77
2014-05-18,1,1,6,8,66
2014-05-18,2,1,6,7,56
2014-05-18,3,,,,51
2014-05-18,4,1,7,8,
2014-05-18,5,1,7,9,41
2014-05-18,6,1,9,11,35
2014-05-18,7,1,8,11,52
2014-05-18,8,1,6,9,63
2014-05-18,9,1,5,7,73
2014-05-18,10,1,2,6,85
2014-05-18,11,1,2,5,94
2014-05-18,12,1,2,2,104
2014-05-18,13,1,2,2,116
2014-05-18,14,1,2,2,127
2014-05-18,15,1,2,2,130
2014-05-18,16,1,2,2,131
2014-05-18,17,1,2,5,129
2014-05-18,18,1,2,4,126
2014-05-18,19,1,2,5,118
2014-05-18,20,1,4,6,108
2014-05-18,21,1,5,6,88
2014-05-18,22,1,8,10,73
2014-05-18,23,1,7,8,75
2014-05-18,24,1,5,6,73
2014-05-19,1,1,4,6,64
2014-05-19,2,1,2,4,67
2014-05-19,3,,,,71
2014-05-19,4,1,2,2,
2014-05-19,5,1,2,5,73
2014-05-19,6,1,4,5,75
2014-05-19,7,1,6,9,73
2014-05-19,8,1,8,10,73
2014-05-19,9,1,9,12,75
2014-05-19,10,2,12,16,78
2014-05-19,11,2,12,16,86
2014-05-19,12,2,6,10,104
2014-05-19,13,1,5,7,118
2014-05-19,14,1,2,5,123
2014-05-19,15,1,2,6,128
2014-05-19,16,1,2,6,119
2014-05-19,17,1,8,9,105
2014-05-19,18,1,8,9,101
2014-05-19,19,1,7,8,96
2014-05-19,20,1,7,8,86
2014-05-19,21,1,5,6,78
2014-05-19,22,1,7,8,68
2014-05-19,23,1,7,8,65
2014-05-19,24,1,6,7,66
2014-05-20,1,1,5,7,70
2014-05-20,2,1,5,6,63
2014-05-20,3,,,,58
2014-05-20,4,1,6,7,
2014-05-20,5,1,8,10,50
2014-05-20,6,1,10,12,43
2014-05-20,7,2,18,22,38
2014-05-20,8,2,12,16,70
2014-05-20,9,1,11,14,77
2014-05-20,10,1,11,14,90
2014-05-20,11,2,8,12,109
2014-05-20,12,1,8,9,117
2014-05-20,13,1,6,8,121
2014-05-20,14,1,5,6,125
2014-05-20,15,1,5,7,127
2014-05-20,16,1,5,6,125
2014-05-20,17,1,5,6,124
2014-05-20,18,1,6,8,122
2014-05-20,19,1,7,8,121
2014-05-20,20,1,7,9,115
2014-05-20,21,1,7,10,105
2014-05-20,22,1,8,10,101
2014-05-20,23,1,8,9,95
2014-05-20,24,1,8,9,85
2014-05-21,1,1,6,8,82
2014-05-21,2,1,5,7,85
2014-05-21,3,,,,85
2014-05-21,4,1,9,11,
2014-05-21,5,1,10,12,51
2014-05-21,6,1,11,12,51
2014-05-21,7,1,14,17,56
2014-05-21,8,1,15,17,80
2014-05-21,9,1,12,13,78
2014-05-21,10,1,11,12,85
2014-05-21,11,1,7,9,109
2014-05-21,12,1,5,5,125
2014-05-21,13,1,5,7,135
2014-05-21,14,1,2,4,135
2014-05-21,15,6,13,22,124
2014-05-21,16,3,5,10,129
2014-05-21,17,1,2,4,129
2014-05-21,18,1,2,4,128
2014-05-21,19,1,2,2,119
2014-05-21,20,1,6,9,107
2014-05-21,21,1,6,8,101
2014-05-21,22,1,2,6,108
2014-05-21,23,2,5,8,94
2014-05-21,24,1,4,7,90
2014-05-22,1,1,5,6,85
2014-05-22,2,1,5,7,81
2014-05-22,3,,,,77
2014-05-22,4,1,8,10,
2014-05-22,5,1,9,10,69
2014-05-22,6,1,13,16,66
2014-05-22,7,2,19,23,59
2014-05-22,8,1,9,11,93
2014-05-22,9,1,6,8,103
2014-05-22,10,1,10,13,97
2014-05-22,11,1,5,8,106
2014-05-22,12,1,2,4,117
2014-05-22,13,1,2,5,116
2014-05-22,14,1,2,2,120
2014-05-22,15,1,2,4,122
2014-05-22,16,1,2,6,119
2014-05-22,17,1,6,8,116
2014-05-22,18,1,7,7,109
2014-05-22,19,1,8,9,99
2014-05-22,20,1,9,10,92
2014-05-22,21,1,9,11,79
2014-05-22,22,1,6,7,76
2014-05-22,23,1,2,2,76
2014-05-22,24,1,2,2,72
2014-05-23,1,1,4,6,88
2014-05-23,2,1,2,4,97
2014-05-23,3,,,,98
2014-05-23,4,1,2,2,
2014-05-23,5,1,2,2,98
2014-05-23,6,1,2,2,83
2014-05-23,7,1,4,6,78
2014-05-23,8,1,2,5,78
2014-05-23,9,1,8,11,64
2014-05-23,10,1,6,8,68
2014-05-23,11,,,,
2014-05-23,12,3,15,19,75
2014-05-23,13,2,14,18,76
2014-05-23,14,2,13,17,83
2014-05-23,15,1,11,13,92
2014-05-23,16,1,17,20,89
2014-05-23,17,3,15,19,97
2014-05-23,18,1,16,19,93
2014-05-23,19,1,20,23,82
2014-05-23,20,1,19,21,74
2014-05-23,21,1,21,22,59
2014-05-23,22,1,17,19,49
2014-05-23,23,1,11,13,51
2014-05-23,24,1,8,10,48
2014-05-24,1,1,8,10,46
2014-05-24,2,1,6,8,39
2014-05-24,3,,,,30
2014-05-24,4,1,5,7,
2014-05-24,5,2,5,8,30
2014-05-24,6,2,9,12,23
2014-05-24,7,4,12,18,28
2014-05-24,8,8,24,36,38
2014-05-24,9,5,15,23,63
2014-05-24,10,2,5,9,92
2014-05-24,11,1,5,8,103
2014-05-24,12,1,6,8,106
2014-05-24,13,1,5,6,111
2014-05-24,14,1,2,7,116
2014-05-24,15,1,5,7,117
2014-05-24,16,1,4,6,122
2014-05-24,17,1,4,6,127
2014-05-24,18,2,10,13,126
2014-05-24,19,1,8,10,118
2014-05-24,20,1,20,21,82
2014-05-24,21,1,14,15,80
2014-05-24,22,1,10,12,80
2014-05-24,23,1,9,11,80
2014-05-24,24,1,9,11,81
2014-05-25,1,1,7,9,81
2014-05-25,2,1,5,8,79
2014-05-25,3,,,,68
2014-05-25,4,1,4,7,
2014-05-25,5,1,6,8,70
2014-05-25,6,1,12,14,56
2014-05-25,7,2,14,18,59
2014-05-25,8,3,12,16,72
2014-05-25,9,3,14,19,87
2014-05-25,10,3,13,18,94
2014-05-25,11,2,9,13,110
2014-05-25,12,1,6,9,120
2014-05-25,13,1,2,6,129
2014-05-25,14,1,2,5,133
2014-05-25,15,1,2,5,135
2014-05-25,16,1,2,4,136
2014-05-25,17,1,2,6,138
2014-05-25,18,1,5,7,139
2014-05-25,19,1,10,13,118
2014-05-25,20,1,13,16,91
2014-05-25,21,1,17,19,80
2014-05-25,22,1,11,13,82
2014-05-25,23,1,6,9,84
2014-05-25,24,1,5,7,82
2014-05-26,1,1,2,5,84
2014-05-26,2,1,2,2,94
2014-05-26,3,,,,74
2014-05-26,4,,,,
2014-05-26,5,,,,50
2014-05-26,6,1,2,2,42
2014-05-26,7,1,5,7,45
2014-05-26,8,3,7,11,41
2014-05-26,9,3,7,11,65
2014-05-26,10,3,6,10,81
2014-05-26,11,2,2,6,94
2014-05-26,12,,,,103
2014-05-26,13,1,2,2,105
2014-05-26,14,1,5,8,90
2014-05-26,15,3,9,13,85
2014-05-26,16,1,2,7,98
2014-05-26,17,2,2,7,98
2014-05-26,18,3,7,11,100
2014-05-26,19,1,11,14,84
2014-05-26,20,1,11,14,70
2014-05-26,21,1,5,7,79
2014-05-26,22,1,2,6,63
2014-05-26,23,1,4,7,56
2014-05-26,24,1,2,5,53
2014-05-27,1,1,2,5,41
2014-05-27,2,1,2,5,34
2014-05-27,3,,,,45
2014-05-27,4,1,8,11,
2014-05-27,5,2,11,14,27
2014-05-27,6,2,13,16,34
2014-05-27,7,5,18,27,29
2014-05-27,8,4,15,21,49
2014-05-27,9,2,10,13,72
2014-05-27,10,4,9,15,78
2014-05-27,11,2,2,7,96
2014-05-27,12,1,2,6,102
2014-05-27,13,1,4,6,104
2014-05-27,14,1,2,6,108
2014-05-27,15,1,2,6,110
2014-05-27,16,1,5,7,109
2014-05-27,17,1,7,10,106
2014-05-27,18,1,13,15,76
2014-05-27,19,2,15,18,68
2014-05-27,20,1,12,14,64
2014-05-27,21,1,13,15,52
2014-05-27,22,1,14,16,53
2014-05-27,23,1,10,12,47
2014-05-27,24,1,8,11,50
2014-05-28,1,1,10,13,35
2014-05-28,2,1,10,12,30
2014-05-28,3,,,,27
2014-05-28,4,1,9,11,
2014-05-28,5,1,10,13,20
2014-05-28,6,3,12,17,18
2014-05-28,7,4,13,19,24
2014-05-28,8,5,16,24,31
2014-05-28,9,4,14,20,50
2014-05-28,10,3,11,15,69
2014-05-28,11,2,8,12,86
2014-05-28,12,2,7,10,97
2014-05-28,13,1,6,8,107
2014-05-28,14,1,5,7,111
2014-05-28,15,2,5,8,115
2014-05-28,16,2,5,8,121
2014-05-28,17,1,5,7,117
2014-05-28,18,2,6,9,107
2014-05-28,19,1,14,16,94
2014-05-28,20,1,11,13,92
2014-05-28,21,1,8,10,94
2014-05-28,22,1,9,11,72
2014-05-28,23,1,7,9,70
2014-05-28,24,1,6,7,70
2014-05-29,1,1,5,6,57
2014-05-29,2,1,7,10,39
2014-05-29,3,,,,31
2014-05-29,4,1,9,12,
2014-05-29,5,1,9,12,25
2014-05-29,6,1,9,11,32
2014-05-29,7,1,9,12,36
2014-05-29,8,2,10,14,50
2014-05-29,9,1,2,7,78
2014-05-29,10,1,5,8,81
2014-05-29,11,3,7,11,83
2014-05-29,12,2,5,8,94
2014-05-29,13,1,2,5,102
2014-05-29,14,1,2,5,112
2014-05-29,15,1,2,6,117
2014-05-29,16,1,2,4,122
2014-05-29,17,1,7,10,112
2014-05-29,18,1,9,12,104
2014-05-29,19,2,7,10,105
2014-05-29,20,1,8,11,98
2014-05-29,21,1,10,13,76
2014-05-29,22,1,7,8,70
2014-05-29,23,1,10,12,68
2014-05-29,24,1,11,13,60
2014-05-30,1,1,15,17,43
2014-05-30,2,1,11,13,44
2014-05-30,3,,,,45
2014-05-30,4,1,9,12,
2014-05-30,5,1,9,11,44
2014-05-30,6,1,9,11,40
2014-05-30,7,3,15,20,29
2014-05-30,8,4,16,22,40
2014-05-30,9,4,18,23,57
2014-05-30,10,2,15,18,74
2014-05-30,11,3,14,18,85
2014-05-30,12,1,11,14,98
2014-05-30,13,1,10,13,104
2014-05-30,14,1,7,9,118
2014-05-30,15,1,5,8,117
2014-05-30,16,1,5,7,120
2014-05-30,17,1,7,9,124
2014-05-30,18,1,10,12,118
2014-05-30,19,1,8,9,113
2014-05-30,20,1,9,10,97
2014-05-30,21,1,5,7,95
2014-05-30,22,1,2,6,87
2014-05-30,23,1,6,8,83
2014-05-30,24,1,6,8,84
2014-05-31,1,1,5,8,83
2014-05-31,2,1,5,8,66
2014-05-31,3,,,,52
2014-05-31,4,1,4,7,
2014-05-31,5,1,5,7,53
2014-05-31,6,2,6,9,50
2014-05-31,7,3,9,14,39
2014-05-31,8,2,8,11,50
2014-05-31,9,1,2,7,69
2014-05-31,10,1,2,6,73
2014-05-31,11,2,6,9,76
2014-05-31,12,1,2,4,90
2014-05-31,13,1,2,6,92
2014-05-31,14,1,2,5,94
2014-05-31,15,1,2,6,99
2014-05-31,16,1,4,6,102
2014-05-31,17,1,2,6,102
2014-05-31,18,1,4,6,96
2014-05-31,19,1,8,10,83
2014-05-31,20,1,7,10,79
2014-05-31,21,1,12,14,64
2014-05-31,22,1,8,11,61
2014-05-31,23,1,8,10,54
2014-05-31,24,1,6,8,55
2014-06-01,1,1,6,8,56
2014-06-01,2,1,4,6,61
2014-06-01,3,,,,57
2014-06-01,4,1,6,8,
2014-06-01,5,2,7,10,52
2014-06-01,6,1,8,11,43
2014-06-01,7,3,8,12,47
2014-06-01,8,4,13,19,59
2014-06-01,9,2,11,15,73
2014-06-01,10,4,15,21,69
2014-06-01,11,3,14,19,79
2014-06-01,12,2,10,14,93
2014-06-01,13,1,7,9,110
2014-06-01,14,1,7,9,115
2014-06-01,15,1,6,9,116
2014-06-01,16,1,7,9,116
2014-06-01,17,2,5,9,114
2014-06-01,18,1,6,9,110
2014-06-01,19,1,7,9,105
2014-06-01,20,1,14,17,77
2014-06-01,21,1,14,17,66
2014-06-01,22,2,12,15,80
2014-06-01,23,1,9,11,91
2014-06-01,24,1,6,8,91
2014-06-02,1,1,6,8,80
2014-06-02,2,1,5,7,70
2014-06-02,3,,,,65
2014-06-02,4,2,2,5,
2014-06-02,5,1,2,2,64
2014-06-02,6,1,2,4,62
2014-06-02,7,1,2,6,61
2014-06-02,8,2,4,8,72
2014-06-02,9,3,7,12,79
2014-06-02,10,3,6,10,86
2014-06-02,11,3,4,8,97
2014-06-02,12,1,2,6,107
2014-06-02,13,2,2,7,115
2014-06-02,14,1,2,7,122
2014-06-02,15,1,2,6,128
2014-06-02,16,1,2,6,133
2014-06-02,17,1,2,6,136
2014-06-02,18,2,5,8,129
2014-06-02,19,2,5,8,123
2014-06-02,20,1,8,10,107
2014-06-02,21,1,5,7,108
2014-06-02,22,1,9,11,103
2014-06-02,23,1,7,9,100
2014-06-02,24,1,4,6,96
2014-06-03,1,1,2,5,86
2014-06-03,2,1,2,2,86
2014-06-03,3,,,,64
2014-06-03,4,1,5,7,
2014-06-03,5,1,6,9,55
2014-06-03,6,1,11,14,48
2014-06-03,7,2,13,17,57
2014-06-03,8,2,7,11,77
2014-06-03,9,3,6,10,89
2014-06-03,10,2,6,10,104
2014-06-03,11,1,8,11,112
2014-06-03,12,1,6,9,119
2014-06-03,13,1,7,10,125
2014-06-03,14,1,6,9,132
2014-06-03,15,1,7,10,134
2014-06-03,16,2,9,12,121
2014-06-03,17,1,6,9,116
2014-06-03,18,1,5,8,115
2014-06-03,19,1,6,9,112
2014-06-03,20,1,7,9,107
2014-06-03,21,1,8,10,87
2014-06-03,22,1,9,11,81
2014-06-03,23,2,13,17,71
2014-06-03,24,1,13,15,61
2014-06-04,1,1,9,11,53
2014-06-04,2,1,7,9,56
2014-06-04,3,,,,50
2014-06-04,4,1,5,7,
2014-06-04,5,1,7,9,51
2014-06-04,6,2,7,11,51
2014-06-04,7,3,13,18,53
2014-06-04,8,2,7,10,75
2014-06-04,9,1,2,6,94
2014-06-04,10,2,6,10,96
2014-06-04,11,2,7,11,107
2014-06-04,12,2,10,13,111
2014-06-04,13,1,8,11,124
2014-06-04,14,2,5,8,136
2014-06-04,15,1,6,7,143
2014-06-04,16,1,6,7,145
2014-06-04,17,1,8,10,139
2014-06-04,18,1,9,11,125
2014-06-04,19,1,9,12,116
2014-06-04,20,1,10,12,105
2014-06-04,21,1,12,14,90
2014-06-04,22,1,8,10,76
2014-06-04,23,1,4,6,51
2014-06-04,24,1,2,2,43
2014-06-05,1,1,2,2,46
2014-06-05,2,1,2,6,53
2014-06-05,3,,,,41
2014-06-05,4,1,4,7,
2014-06-05,5,1,6,8,22
2014-06-05,6,1,8,11,23
2014-06-05,7,4,11,18,27
2014-06-05,8,1,9,11,72
2014-06-05,9,3,9,14,77
2014-06-05,10,3,9,14,77
2014-06-05,11,2,9,12,86
2014-06-05,12,4,12,17,94
2014-06-05,13,1,6,9,104
2014-06-05,14,1,2,6,116
2014-06-05,15,1,2,4,123
2014-06-05,16,1,2,5,127
2014-06-05,17,2,9,12,125
2014-06-05,18,1,13,16,126
2014-06-05,19,1,17,19,120
2014-06-05,20,1,17,19,107
2014-06-05,21,1,12,14,96
2014-06-05,22,1,6,9,90
2014-06-05,23,1,6,8,78
2014-06-05,24,1,6,8,70
2014-06-06,1,1,2,4,74
2014-06-06,2,1,4,7,63
2014-06-06,3,,,,59
2014-06-06,4,2,4,8,
2014-06-06,5,1,9,11,47
2014-06-06,6,2,12,16,42
2014-06-06,7,3,19,24,52
2014-06-06,8,2,12,15,83
2014-06-06,9,1,10,13,102
2014-06-06,10,2,10,13,103
2014-06-06,11,1,8,11,113
2014-06-06,12,1,7,9,125
2014-06-06,13,1,6,9,133
2014-06-06,14,1,4,6,140
2014-06-06,15,1,4,6,145
2014-06-06,16,1,5,7,150
2014-06-06,17,1,6,8,149
2014-06-06,18,1,8,10,142
2014-06-06,19,1,10,12,131
2014-06-06,20,1,12,14,115
2014-06-06,21,1,17,20,86
2014-06-06,22,1,13,14,87
2014-06-06,23,1,11,14,79
2014-06-06,24,1,6,9,77
2014-06-07,1,1,4,6,72
2014-06-07,2,1,2,6,76
2014-06-07,3,,,,82
2014-06-07,4,1,2,2,
2014-06-07,5,1,4,7,79
2014-06-07,6,1,8,10,60
2014-06-07,7,3,10,14,65
2014-06-07,8,1,7,10,86
2014-06-07,9,2,10,13,99
2014-06-07,10,1,7,9,124
2014-06-07,11,2,8,11,135
2014-06-07,12,1,5,7,149
2014-06-07,13,1,5,6,156
2014-06-07,14,1,2,5,159
2014-06-07,15,1,2,5,161
2014-06-07,16,1,2,5,167
2014-06-07,17,1,2,6,169
2014-06-07,18,1,8,11,164
2014-06-07,19,1,7,9,147
2014-06-07,20,1,15,17,105
2014-06-07,21,1,13,16,101
2014-06-07,22,1,11,13,92
2014-06-07,23,1,8,11,90
2014-06-07,24,1,8,9,88
2014-06-08,1,1,5,7,90
2014-06-08,2,1,2,5,97
2014-06-08,3,,,,93
2014-06-08,4,1,2,4,
2014-06-08,5,1,4,6,75
2014-06-08,6,1,2,6,75
2014-06-08,7,1,5,8,76
2014-06-08,8,1,6,9,97
2014-06-08,9,2,12,15,113
2014-06-08,10,2,12,15,135
2014-06-08,11,1,10,13,163
2014-06-08,12,1,7,9,179
2014-06-08,13,1,4,6,184
2014-06-08,14,1,5,6,187
2014-06-08,15,1,5,7,191
2014-06-08,16,1,5,8,194
2014-06-08,17,1,6,8,193
2014-06-08,18,1,6,8,185
2014-06-08,19,1,7,9,171
2014-06-08,20,1,13,15,133
2014-06-08,21,1,13,15,130
2014-06-08,22,1,11,13,120
2014-06-08,23,1,7,9,120
2014-06-08,24,1,5,8,118
2014-06-09,1,1,2,6,125
2014-06-09,2,1,2,4,113
2014-06-09,3,,,,107
2014-06-09,4,1,6,8,
2014-06-09,5,1,9,11,87
2014-06-09,6,1,13,16,58
2014-06-09,7,2,20,24,56
2014-06-09,8,1,17,19,92
2014-06-09,9,1,11,14,125
2014-06-09,10,1,10,12,141
2014-06-09,11,1,13,15,156
2014-06-09,12,1,12,14,179
2014-06-09,13,1,6,7,189
2014-06-09,14,1,4,7,174
2014-06-09,15,1,2,5,147
2014-06-09,16,1,2,6,144
2014-06-09,17,1,2,6,135
2014-06-09,18,1,4,6,124
2014-06-09,19,1,8,10,116
2014-06-09,20,1,12,14,98
2014-06-09,21,1,11,14,84
2014-06-09,22,1,10,12,85
2014-06-09,23,1,9,10,80
2014-06-09,24,1,7,9,81
2014-06-10,1,1,6,8,71
2014-06-10,2,1,2,4,75
2014-06-10,3,,,,79
2014-06-10,4,1,2,4,
2014-06-10,5,1,4,7,73
2014-06-10,6,1,8,10,67
2014-06-10,7,3,12,17,61
2014-06-10,8,2,14,17,79
2014-06-10,9,3,15,19,98
2014-06-10,10,1,11,14,118
2014-06-10,11,1,10,12,139
2014-06-10,12,1,7,10,149
2014-06-10,13,1,2,5,144
2014-06-10,14,1,2,6,150
2014-06-10,15,1,4,5,155
2014-06-10,16,1,2,5,157
2014-06-10,17,1,4,6,155
2014-06-10,18,1,6,7,160
2014-06-10,19,1,10,11,129
2014-06-10,20,1,17,19,99
2014-06-10,21,1,14,16,107
2014-06-10,22,1,17,18,105
2014-06-10,23,1,13,15,106
2014-06-10,24,1,9,10,113
2014-06-11,1,1,7,8,95
2014-06-11,2,1,6,7,92
