date,hour,NO,NO2,NOx,O3
2014-07-09,5,1,12,14,23
2014-07-09,6,2,13,16,20
2014-07-09,7,3,13,17,35
2014-07-09,8,2,10,13,47
2014-07-09,9,3,10,15,46
2014-07-09,10,3,10,15,54
2014-07-09,11,1,8,11,68
2014-07-09,12,1,7,9,81
2014-07-09,13,1,6,8,90
2014-07-09,14,1,6,7,99
2014-07-09,15,1,5,7,101
2014-07-09,16,1,6,8,99
2014-07-09,17,1,9,11,87
2014-07-09,18,1,13,14,84
2014-07-09,19,1,13,14,76
2014-07-09,20,1,7,8,78
2014-07-09,21,1,7,8,75
2014-07-09,22,1,6,7,79
2014-07-09,23,1,5,7,74
2014-07-09,24,1,6,7,74
2014-07-10,1,1,7,8,74
2014-07-10,2,1,7,8,65
2014-07-10,3,,,,74
2014-07-10,4,1,4,5,
2014-07-10,5,1,5,6,67
2014-07-10,6,1,8,9,56
2014-07-10,7,1,11,12,56
2014-07-10,8,1,9,10,60
2014-07-10,9,1,7,8,68
2014-07-10,10,1,7,9,67
2014-07-10,11,1,5,6,75
2014-07-10,12,1,5,7,78
2014-07-10,13,1,5,6,77
2014-07-10,14,1,6,7,75
2014-07-10,15,1,5,7,76
2014-07-10,16,1,5,6,82
2014-07-10,17,1,5,7,88
2014-07-10,18,1,8,11,87
2014-07-10,19,1,10,12,84
2014-07-10,20,1,11,12,75
2014-07-10,21,1,9,10,77
2014-07-10,22,1,5,7,82
2014-07-10,23,1,7,9,63
2014-07-10,24,1,7,9,43
2014-07-11,1,1,7,8,41
2014-07-11,2,1,6,7,38
2014-07-11,3,,,,38
2014-07-11,4,1,5,7,
2014-07-11,5,1,6,8,41
2014-07-11,6,1,6,8,44
2014-07-11,7,1,9,11,44
2014-07-11,8,1,10,13,41
2014-07-11,9,1,7,10,61
2014-07-11,10,3,6,10,80
2014-07-11,11,1,7,10,84
2014-07-11,12,1,5,7,97
2014-07-11,13,1,4,6,108
2014-07-11,14,1,5,7,112
2014-07-11,15,1,5,6,115
2014-07-11,16,1,4,6,119
2014-07-11,17,1,5,6,122
2014-07-11,18,1,5,6,125
2014-07-11,19,1,5,7,121
2014-07-11,20,1,11,13,88
2014-07-11,21,1,18,19,71
2014-07-11,22,1,14,15,78
2014-07-11,23,1,4,5,97
2014-07-11,24,1,4,6,90
2014-07-12,1,1,6,7,78
2014-07-12,2,1,4,5,70
2014-07-12,3,,,,64
2014-07-12,4,1,5,6,
2014-07-12,5,1,6,8,63
2014-07-12,6,1,9,11,53
2014-07-12,7,1,12,15,42
2014-07-12,8,1,11,13,53
2014-07-12,9,1,5,7,94
2014-07-12,10,1,8,10,95
2014-07-12,11,2,13,16,86
2014-07-12,12,1,6,8,105
2014-07-12,13,1,4,5,119
2014-07-12,14,1,2,5,123
2014-07-12,15,1,2,4,123
2014-07-12,16,1,5,7,116
2014-07-12,17,1,5,6,101
2014-07-12,18,1,2,5,91
2014-07-12,19,1,2,5,90
2014-07-12,20,1,2,5,89
2014-07-12,21,1,5,7,79
2014-07-12,22,1,5,6,80
2014-07-12,23,1,5,6,62
2014-07-12,24,1,5,6,50
2014-07-13,1,1,5,6,51
2014-07-13,2,1,2,5,58
2014-07-13,3,,,,48
2014-07-13,4,1,4,6,
2014-07-13,5,1,5,6,50
2014-07-13,6,1,6,7,45
2014-07-13,7,1,7,8,43
2014-07-13,8,1,6,8,58
2014-07-13,9,1,4,5,82
2014-07-13,10,1,2,5,97
2014-07-13,11,1,2,4,103
2014-07-13,12,1,2,5,101
2014-07-13,13,1,2,4,106
2014-07-13,14,1,2,4,107
2014-07-13,15,1,2,2,106
2014-07-13,16,1,2,2,109
2014-07-13,17,1,2,4,109
2014-07-13,18,1,6,7,107
2014-07-13,19,1,10,11,107
2014-07-13,20,1,11,12,97
2014-07-13,21,1,15,17,85
2014-07-13,22,1,12,14,86
2014-07-13,23,1,11,12,77
2014-07-13,24,1,8,9,74
2014-07-14,1,1,7,9,54
2014-07-14,2,1,8,9,54
2014-07-14,3,,,,92
2014-07-14,4,1,2,2,
2014-07-14,5,1,2,2,79
2014-07-14,6,1,2,2,90
2014-07-14,7,1,2,5,91
2014-07-14,8,1,5,7,81
2014-07-14,9,1,8,10,77
2014-07-14,10,1,5,7,85
2014-07-14,11,1,5,7,85
2014-07-14,12,1,2,5,94
2014-07-14,13,,,,98
2014-07-14,14,,,,
2014-07-14,15,1,5,7,87
2014-07-14,16,1,5,6,86
2014-07-14,17,1,6,8,84
2014-07-14,18,1,7,8,78
2014-07-14,19,1,7,9,77
2014-07-14,20,1,9,10,70
2014-07-14,21,1,9,10,41
2014-07-14,22,1,9,11,33
2014-07-14,23,1,8,10,34
2014-07-14,24,1,8,9,37
2014-07-15,1,1,7,9,30
2014-07-15,2,1,6,7,33
2014-07-15,3,,,,37
2014-07-15,4,1,6,8,
2014-07-15,5,1,8,9,34
2014-07-15,6,1,9,10,34
2014-07-15,7,3,12,16,23
2014-07-15,8,3,11,16,42
2014-07-15,9,2,11,14,68
2014-07-15,10,1,8,10,85
2014-07-15,11,1,5,6,88
2014-07-15,12,1,4,5,97
2014-07-15,13,1,2,5,108
2014-07-15,14,1,2,4,116
2014-07-15,15,1,2,5,115
2014-07-15,16,1,2,5,113
2014-07-15,17,1,4,6,114
2014-07-15,18,1,5,7,117
2014-07-15,19,1,6,8,107
2014-07-15,20,1,16,18,67
2014-07-15,21,1,13,14,61
2014-07-15,22,1,9,10,67
2014-07-15,23,1,7,9,68
2014-07-15,24,1,6,8,72
2014-07-16,1,1,6,7,68
2014-07-16,2,1,6,7,66
2014-07-16,3,,,,72
2014-07-16,4,1,2,2,
2014-07-16,5,1,2,4,91
2014-07-16,6,1,6,7,75
2014-07-16,7,1,15,17,45
2014-07-16,8,8,30,41,38
2014-07-16,9,5,20,27,56
2014-07-16,10,1,8,11,78
2014-07-16,11,1,4,6,99
2014-07-16,12,1,4,6,112
2014-07-16,13,1,5,6,119
2014-07-16,14,1,5,6,125
2014-07-16,15,1,2,2,126
2014-07-16,16,1,2,2,123
2014-07-16,17,1,2,2,124
2014-07-16,18,1,2,2,120
2014-07-16,19,1,6,7,105
2014-07-16,20,1,17,18,73
2014-07-16,21,1,11,12,75
2014-07-16,22,1,8,9,84
2014-07-16,23,1,6,7,86
2014-07-16,24,1,8,9,76
2014-07-17,1,1,5,5,75
2014-07-17,2,1,2,4,85
2014-07-17,3,,,,86
2014-07-17,4,1,6,8,
2014-07-17,5,1,5,7,101
2014-07-17,6,1,7,8,101
2014-07-17,7,1,11,12,82
2014-07-17,8,1,13,16,74
2014-07-17,9,4,18,23,75
2014-07-17,10,3,16,21,86
2014-07-17,11,1,13,16,94
2014-07-17,12,1,8,10,117
2014-07-17,13,1,5,6,129
2014-07-17,14,1,2,5,128
2014-07-17,15,1,2,5,130
2014-07-17,16,1,2,2,136
2014-07-17,17,1,4,5,142
2014-07-17,18,1,5,6,144
2014-07-17,19,1,12,13,109
2014-07-17,20,1,19,21,90
2014-07-17,21,1,10,11,97
2014-07-17,22,1,10,12,98
2014-07-17,23,1,8,9,111
2014-07-17,24,1,4,5,117
2014-07-18,1,1,4,5,102
2014-07-18,2,1,2,5,97
2014-07-18,3,,,,74
2014-07-18,4,1,7,8,
2014-07-18,5,1,6,8,67
2014-07-18,6,1,10,11,57
2014-07-18,7,2,12,15,41
2014-07-18,8,4,19,25,54
2014-07-18,9,3,17,21,71
2014-07-18,10,3,15,19,78
2014-07-18,11,1,10,13,106
2014-07-18,12,1,7,10,122
2014-07-18,13,1,6,8,133
2014-07-18,14,1,2,5,135
2014-07-18,15,1,2,4,142
2014-07-18,16,1,4,6,147
2014-07-18,17,1,2,5,146
2014-07-18,18,1,4,5,144
2014-07-18,19,1,7,8,123
2014-07-18,20,1,18,19,92
2014-07-18,21,1,13,14,89
2014-07-18,22,1,11,12,90
2014-07-18,23,1,6,7,96
2014-07-18,24,1,5,6,93
2014-07-19,1,1,5,7,94
2014-07-19,2,1,2,5,96
2014-07-19,3,,,,91
2014-07-19,4,1,2,4,
2014-07-19,5,1,6,7,93
2014-07-19,6,1,8,9,82
2014-07-19,7,1,12,14,78
2014-07-19,8,1,10,12,80
2014-07-19,9,1,10,11,97
2014-07-19,10,1,11,14,112
2014-07-19,11,1,12,14,128
2014-07-19,12,1,2,5,150
2014-07-19,13,1,2,4,148
2014-07-19,14,1,2,2,148
2014-07-19,15,1,2,2,153
2014-07-19,16,1,2,2,156
2014-07-19,17,1,2,2,156
2014-07-19,18,1,2,2,150
2014-07-19,19,1,8,8,122
2014-07-19,20,1,7,8,129
2014-07-19,21,1,7,8,122
2014-07-19,22,1,6,8,116
2014-07-19,23,1,4,6,116
2014-07-19,24,1,2,4,117
2014-07-20,1,1,6,7,103
2014-07-20,2,1,8,9,88
2014-07-20,3,,,,75
2014-07-20,4,1,6,7,
2014-07-20,5,1,6,7,78
2014-07-20,6,1,8,9,62
2014-07-20,7,1,8,10,66
2014-07-20,8,1,11,13,64
2014-07-20,9,1,11,13,78
2014-07-20,10,1,6,7,110
2014-07-20,11,1,2,4,122
2014-07-20,12,1,2,4,132
2014-07-20,13,1,2,4,135
2014-07-20,14,1,2,2,138
2014-07-20,15,1,2,2,137
2014-07-20,16,1,2,2,132
2014-07-20,17,1,2,2,119
2014-07-20,18,1,2,2,111
2014-07-20,19,1,12,14,97
2014-07-20,20,1,7,8,89
2014-07-20,21,1,7,8,73
2014-07-20,22,1,7,8,67
2014-07-20,23,1,8,8,73
2014-07-20,24,1,9,10,59
2014-07-21,1,1,2,5,72
2014-07-21,2,1,2,5,75
2014-07-21,3,,,,56
2014-07-21,4,1,2,4,
2014-07-21,5,1,2,5,58
2014-07-21,6,1,5,6,61
2014-07-21,7,1,10,11,55
2014-07-21,8,1,11,12,48
2014-07-21,9,1,11,13,43
2014-07-21,10,3,14,20,53
2014-07-21,11,1,5,8,86
2014-07-21,12,1,5,7,91
2014-07-21,13,1,5,7,92
2014-07-21,14,1,2,4,104
2014-07-21,15,1,2,6,100
2014-07-21,16,1,2,2,104
2014-07-21,17,1,2,5,98
2014-07-21,18,1,4,6,96
2014-07-21,19,1,6,8,87
2014-07-21,20,1,4,5,77
2014-07-21,21,1,5,6,59
2014-07-21,22,1,5,6,59
2014-07-21,23,1,2,4,66
2014-07-21,24,1,5,6,55
2014-07-22,1,1,4,5,43
2014-07-22,2,1,2,4,52
2014-07-22,3,,,,48
2014-07-22,4,1,7,8,
2014-07-22,5,1,8,9,36
2014-07-22,6,1,9,12,28
2014-07-22,7,1,13,16,35
2014-07-22,8,1,14,17,49
2014-07-22,9,3,13,18,54
2014-07-22,10,1,10,13,78
2014-07-22,11,1,9,12,92
2014-07-22,12,1,6,8,105
2014-07-22,13,1,5,7,116
2014-07-22,14,1,5,6,117
2014-07-22,15,1,5,5,120
2014-07-22,16,1,5,6,123
2014-07-22,17,1,5,7,121
2014-07-22,18,1,5,6,119
2014-07-22,19,1,9,10,102
2014-07-22,20,1,18,19,70
2014-07-22,21,1,11,12,74
2014-07-22,22,1,8,10,63
2014-07-22,23,1,8,9,52
2014-07-22,24,1,8,9,52
2014-07-23,1,1,7,7,40
2014-07-23,2,1,6,7,39
2014-07-23,3,,,,35
2014-07-23,4,1,2,5,
2014-07-23,5,1,5,6,40
2014-07-23,6,1,6,7,40
2014-07-23,7,1,10,12,37
2014-07-23,8,1,8,10,48
2014-07-23,9,1,6,8,71
2014-07-23,10,1,6,8,69
2014-07-23,11,1,5,7,88
2014-07-23,12,1,2,5,103
2014-07-23,13,1,2,5,108
2014-07-23,14,1,2,4,115
2014-07-23,15,1,2,2,115
2014-07-23,16,1,2,2,117
2014-07-23,17,1,2,2,116
2014-07-23,18,1,4,6,107
2014-07-23,19,1,23,26,62
2014-07-23,20,1,24,26,49
2014-07-23,21,1,13,15,59
2014-07-23,22,1,10,12,61
2014-07-23,23,1,8,9,64
2014-07-23,24,1,9,10,61
2014-07-24,1,1,9,10,55
2014-07-24,2,1,11,12,41
2014-07-24,3,,,,34
2014-07-24,4,1,16,18,
2014-07-24,5,1,18,19,22
2014-07-24,6,1,16,17,35
2014-07-24,7,1,13,15,35
2014-07-24,8,1,16,18,38
2014-07-24,9,2,17,21,32
2014-07-24,10,3,18,23,25
2014-07-24,11,3,19,23,23
2014-07-24,12,2,17,21,42
2014-07-24,13,1,7,8,64
2014-07-24,14,1,7,9,66
2014-07-24,15,1,7,9,71
2014-07-24,16,2,15,18,57
2014-07-24,17,1,16,18,63
2014-07-24,18,1,15,18,61
2014-07-24,19,1,16,17,52
2014-07-24,20,1,18,19,32
2014-07-24,21,1,15,17,33
2014-07-24,22,1,14,16,31
2014-07-24,23,1,15,16,25
2014-07-24,24,1,13,14,21
2014-07-25,1,1,12,13,19
2014-07-25,2,1,11,13,14
2014-07-25,3,,,,13
2014-07-25,4,1,9,11,
2014-07-25,5,1,8,9,18
2014-07-25,6,1,8,11,13
2014-07-25,7,3,11,15,21
2014-07-25,8,8,18,30,23
2014-07-25,9,6,18,28,38
2014-07-25,10,1,8,11,70
2014-07-25,11,1,5,7,89
2014-07-25,12,1,4,5,101
2014-07-25,13,1,4,5,110
2014-07-25,14,1,4,5,113
2014-07-25,15,1,2,5,112
2014-07-25,16,1,5,6,115
2014-07-25,17,1,6,8,124
2014-07-25,18,1,6,7,123
2014-07-25,19,1,8,10,113
2014-07-25,20,1,12,14,102
2014-07-25,21,1,15,17,93
2014-07-25,22,1,13,14,90
2014-07-25,23,1,14,15,72
2014-07-25,24,1,15,15,53
2014-07-26,1,1,14,15,49
2014-07-26,2,1,7,9,58
2014-07-26,3,,,,58
2014-07-26,4,1,6,7,
2014-07-26,5,1,8,9,61
2014-07-26,6,1,11,13,68
2014-07-26,7,1,12,14,77
2014-07-26,8,1,8,9,100
2014-07-26,9,1,4,5,112
2014-07-26,10,1,5,6,98
2014-07-26,11,1,8,9,76
2014-07-26,12,1,7,8,68
2014-07-26,13,1,7,10,84
2014-07-26,14,1,8,11,94
2014-07-26,15,1,9,12,99
2014-07-26,16,7,21,32,90
2014-07-26,17,1,11,12,85
2014-07-26,18,1,10,11,75
2014-07-26,19,1,10,11,77
2014-07-26,20,1,10,11,74
2014-07-26,21,1,9,11,68
2014-07-26,22,1,7,9,60
2014-07-26,23,1,4,5,78
2014-07-26,24,1,6,7,55
2014-07-27,1,1,5,7,55
2014-07-27,2,1,5,6,42
2014-07-27,3,,,,42
2014-07-27,4,1,5,7,
2014-07-27,5,1,8,9,36
2014-07-27,6,1,9,11,23
2014-07-27,7,1,10,13,34
2014-07-27,8,1,10,13,45
2014-07-27,9,1,6,9,66
2014-07-27,10,1,4,5,74
2014-07-27,11,1,4,5,75
2014-07-27,12,1,2,5,85
2014-07-27,13,1,4,6,87
2014-07-27,14,1,4,6,95
2014-07-27,15,1,2,5,99
2014-07-27,16,1,2,4,106
2014-07-27,17,1,2,2,110
2014-07-27,18,1,2,2,110
2014-07-27,19,1,6,7,96
2014-07-27,20,1,14,16,63
2014-07-27,21,1,8,9,62
2014-07-27,22,1,8,9,60
2014-07-27,23,1,8,9,57
2014-07-27,24,1,7,9,56
2014-07-28,1,1,6,7,57
2014-07-28,2,1,5,6,61
2014-07-28,3,,,,61
2014-07-28,4,1,5,6,
2014-07-28,5,1,5,7,51
2014-07-28,6,1,7,9,41
2014-07-28,7,2,11,14,35
2014-07-28,8,2,13,17,53
2014-07-28,9,3,17,22,64
2014-07-28,10,2,12,15,70
2014-07-28,11,1,7,9,93
2014-07-28,12,1,4,6,107
2014-07-28,13,1,2,5,114
2014-07-28,14,1,2,2,121
2014-07-28,15,1,2,2,
2014-07-28,16,1,2,2,
2014-07-28,17,1,2,2,
2014-07-28,18,1,4,6,
2014-07-28,19,1,2,5,
2014-07-28,20,1,7,9,
2014-07-28,21,1,4,6,
2014-07-28,22,1,5,6,
2014-07-28,23,1,2,4,
2014-07-28,24,1,7,9,
2014-07-29,1,1,6,8,
2014-07-29,2,1,5,6,
2014-07-29,3,,,,
2014-07-29,4,1,2,5,
2014-07-29,5,1,4,5,
2014-07-29,6,1,5,6,
2014-07-29,7,1,8,10,
2014-07-29,8,1,9,11,
2014-07-29,9,1,9,12,
2014-07-29,10,,,,
2014-07-29,11,,,,
2014-07-29,12,,,,
2014-07-29,13,1,13,16,
2014-07-29,14,1,13,15,
2014-07-29,15,1,12,13,
2014-07-29,16,1,14,14,
2014-07-29,17,1,19,19,
2014-07-29,18,1,14,15,
2014-07-29,19,1,13,14,
2014-07-29,20,1,13,14,
2014-07-29,21,1,13,14,
2014-07-29,22,1,13,13,
2014-07-29,23,1,13,14,
2014-07-29,24,1,12,13,
2014-07-30,1,1,11,12,
2014-07-30,2,1,9,10,
2014-07-30,3,,,,
2014-07-30,4,1,8,10,
2014-07-30,5,1,10,10,
2014-07-30,6,1,11,12,
2014-07-30,7,1,13,14,
2014-07-30,8,1,14,15,
2014-07-30,9,1,14,15,
2014-07-30,10,1,14,15,
2014-07-30,11,1,16,17,
2014-07-30,12,1,14,15,
2014-07-30,13,1,13,14,
2014-07-30,14,1,12,14,
2014-07-30,15,1,10,11,
2014-07-30,16,1,10,11,
2014-07-30,17,1,10,12,
2014-07-30,18,1,12,13,
2014-07-30,19,1,13,14,
2014-07-30,20,1,17,19,
2014-07-30,21,1,14,15,
2014-07-30,22,1,13,14,
2014-07-30,23,1,14,16,
2014-07-30,24,1,16,17,
2014-07-31,1,1,20,21,
2014-07-31,2,1,22,24,
2014-07-31,3,,,,
2014-07-31,4,1,17,18,
2014-07-31,5,1,16,17,
2014-07-31,6,1,17,19,
2014-07-31,7,4,18,24,
2014-07-31,8,3,20,25,
2014-07-31,9,5,17,24,
2014-07-31,10,5,16,24,
2014-07-31,11,4,17,23,
2014-07-31,12,3,19,24,
2014-07-31,13,4,19,25,
2014-07-31,14,2,15,19,
2014-07-31,15,2,17,21,
2014-07-31,16,2,19,22,
2014-07-31,17,2,18,22,
2014-07-31,18,2,18,21,
2014-07-31,19,1,18,20,
2014-07-31,20,1,19,21,
2014-07-31,21,1,19,20,
2014-07-31,22,1,15,16,
2014-07-31,23,1,11,12,
2014-07-31,24,1,10,11,
2014-08-01,1,1,8,10,
2014-08-01,2,1,8,9,
2014-08-01,3,,,,
2014-08-01,4,1,9,10,
2014-08-01,5,1,10,11,
2014-08-01,6,1,13,14,
2014-08-01,7,3,17,22,
2014-08-01,8,1,17,20,
2014-08-01,9,1,16,19,
2014-08-01,10,1,12,13,
2014-08-01,11,1,8,10,
2014-08-01,12,1,8,10,
2014-08-01,13,1,6,7,
2014-08-01,14,1,5,5,
2014-08-01,15,1,2,5,
2014-08-01,16,1,4,6,
2014-08-01,17,1,4,6,
2014-08-01,18,1,4,5,
2014-08-01,19,1,5,6,
2014-08-01,20,1,8,9,
2014-08-01,21,1,15,16,
2014-08-01,22,1,14,15,
2014-08-01,23,1,12,13,
2014-08-01,24,1,14,15,
2014-08-02,1,1,14,14,
2014-08-02,2,1,10,11,
2014-08-02,3,,,,
2014-08-02,4,1,11,13,
2014-08-02,5,1,13,14,
2014-08-02,6,1,14,15,
2014-08-02,7,1,15,16,
2014-08-02,8,1,12,14,
2014-08-02,9,1,11,12,
2014-08-02,10,1,12,13,
2014-08-02,11,1,10,11,
2014-08-02,12,1,7,8,
2014-08-02,13,1,6,6,
2014-08-02,14,1,5,6,
2014-08-02,15,1,5,6,
2014-08-02,16,1,4,5,
2014-08-02,17,1,2,4,
2014-08-02,18,1,7,10,
2014-08-02,19,1,18,20,
2014-08-02,20,1,15,17,
2014-08-02,21,1,8,10,
2014-08-02,22,1,10,11,
2014-08-02,23,1,8,9,
2014-08-02,24,1,9,10,
2014-08-03,1,1,11,11,
2014-08-03,2,1,12,13,
2014-08-03,3,,,,
2014-08-03,4,1,5,6,
2014-08-03,5,1,5,6,
2014-08-03,6,1,6,7,
2014-08-03,7,1,8,9,
2014-08-03,8,1,9,11,
2014-08-03,9,4,11,17,
2014-08-03,10,1,7,9,
2014-08-03,11,1,5,6,
2014-08-03,12,1,2,2,
2014-08-03,13,1,2,2,
2014-08-03,14,1,2,2,
2014-08-03,15,1,2,2,
2014-08-03,16,1,2,2,
2014-08-03,17,1,2,2,
2014-08-03,18,1,4,6,
2014-08-03,19,1,2,2,
2014-08-03,20,1,2,2,
2014-08-03,21,1,7,8,
2014-08-03,22,1,6,6,
2014-08-03,23,1,5,6,
2014-08-03,24,1,5,6,
2014-08-04,1,1,5,6,
2014-08-04,2,1,5,6,
2014-08-04,3,,,,
2014-08-04,4,1,10,12,
2014-08-04,5,1,12,13,
2014-08-04,6,1,14,16,
2014-08-04,7,1,16,17,
2014-08-04,8,1,13,15,
2014-08-04,9,1,13,15,
2014-08-04,10,2,13,16,
2014-08-04,11,1,10,13,
2014-08-04,12,,,,
2014-08-04,13,1,9,10,
2014-08-04,14,1,9,10,
2014-08-04,15,1,7,8,
2014-08-04,16,1,7,7,
2014-08-04,17,1,7,7,
2014-08-04,18,1,7,8,
2014-08-04,19,5,21,29,
2014-08-04,20,4,28,34,
2014-08-04,21,1,12,13,
2014-08-04,22,1,12,13,
2014-08-04,23,1,14,15,
2014-08-04,24,1,14,15,
2014-08-05,1,1,12,13,
2014-08-05,2,1,11,12,
2014-08-05,3,,,,
2014-08-05,4,1,11,12,
2014-08-05,5,1,11,12,
2014-08-05,6,1,13,14,
2014-08-05,7,1,13,14,
2014-08-05,8,1,15,16,
2014-08-05,9,1,13,15,
2014-08-05,10,1,8,10,
2014-08-05,11,1,8,10,
2014-08-05,12,1,10,11,84
2014-08-05,13,1,8,9,91
2014-08-05,14,1,6,7,102
2014-08-05,15,1,7,9,111
2014-08-05,16,1,9,10,113
2014-08-05,17,1,14,15,84
2014-08-05,18,1,18,20,65
2014-08-05,19,1,14,16,70
2014-08-05,20,1,19,20,54
2014-08-05,21,1,14,15,56
2014-08-05,22,1,10,11,59
2014-08-05,23,1,11,12,50
2014-08-05,24,1,11,11,60
2014-08-06,1,1,10,11,58
2014-08-06,2,1,12,13,47
2014-08-06,3,,,,39
2014-08-06,4,1,13,14,35
2014-08-06,5,1,15,16,40
2014-08-06,6,1,18,19,36
2014-08-06,7,1,22,25,35
2014-08-06,8,1,17,20,52
2014-08-06,9,3,23,27,69
2014-08-06,10,1,18,20,79
2014-08-06,11,1,14,16,96
2014-08-06,12,1,12,12,108
2014-08-06,13,1,9,9,116
2014-08-06,14,1,7,8,116
2014-08-06,15,1,7,8,118
2014-08-06,16,1,6,6,118
2014-08-06,17,1,7,8,122
2014-08-06,18,1,10,12,107
2014-08-06,19,1,26,28,70
2014-08-06,20,1,15,17,69
2014-08-06,21,1,17,18,68
2014-08-06,22,1,14,15,68
2014-08-06,23,1,12,13,70
2014-08-06,24,1,11,13,73
2014-08-07,1,1,4,6,78
2014-08-07,2,1,2,5,74
2014-08-07,3,,,,67
2014-08-07,4,1,5,6,66
2014-08-07,5,1,9,10,65
2014-08-07,6,1,18,20,42
2014-08-07,7,3,25,29,29
2014-08-07,8,2,17,20,50
2014-08-07,9,2,15,18,65
2014-08-07,10,1,13,16,77
2014-08-07,11,1,9,10,101
2014-08-07,12,1,5,6,113
2014-08-07,13,1,2,2,120
2014-08-07,14,1,2,2,119
2014-08-07,15,1,2,2,122
2014-08-07,16,1,2,2,123
2014-08-07,17,1,2,2,124
2014-08-07,18,1,2,2,118
2014-08-07,19,1,8,9,99
2014-08-07,20,1,10,11,74
2014-08-07,21,1,7,9,75
2014-08-07,22,1,10,11,66
2014-08-07,23,1,9,10,61
2014-08-07,24,1,6,7,62
2014-08-08,1,1,2,2,64
2014-08-08,2,1,2,2,58
2014-08-08,3,,,,50
2014-08-08,4,1,2,5,53
2014-08-08,5,1,4,5,61
2014-08-08,6,1,6,8,59
2014-08-08,7,1,11,13,52
2014-08-08,8,1,9,12,54
2014-08-08,9,1,5,6,77
2014-08-08,10,1,2,2,98
2014-08-08,11,1,2,2,111
2014-08-08,12,1,2,2,123
2014-08-08,13,1,2,5,133
2014-08-08,14,1,2,2,136
2014-08-08,15,1,2,2,133
2014-08-08,16,1,2,2,131
2014-08-08,17,,,,132
2014-08-08,18,1,2,2,130
2014-08-08,19,1,2,2,123
2014-08-08,20,1,2,2,120
2014-08-08,21,1,5,6,113
2014-08-08,22,1,6,7,101
2014-08-08,23,1,6,7,96
2014-08-08,24,1,7,8,87
2014-08-09,1,1,6,8,84
2014-08-09,2,1,8,9,71
2014-08-09,3,,,,70
2014-08-09,4,1,8,8,67
2014-08-09,5,1,9,10,69
2014-08-09,6,1,10,10,73
2014-08-09,7,1,12,14,60
2014-08-09,8,1,12,13,78
2014-08-09,9,1,10,11,95
2014-08-09,10,1,6,6,114
2014-08-09,11,1,6,7,115
2014-08-09,12,1,4,5,120
2014-08-09,13,1,2,2,114
2014-08-09,14,1,2,2,98
2014-08-09,15,1,2,2,103
2014-08-09,16,1,2,2,103
2014-08-09,17,1,2,2,105
2014-08-09,18,1,2,2,108
2014-08-09,19,1,2,4,112
2014-08-09,20,1,16,17,78
2014-08-09,21,1,12,13,64
2014-08-09,22,1,9,10,65
2014-08-09,23,1,13,14,57
2014-08-09,24,1,11,12,52
2014-08-10,1,1,10,12,49
2014-08-10,2,1,8,9,51
2014-08-10,3,,,,46
2014-08-10,4,1,6,6,49
2014-08-10,5,1,6,7,52
2014-08-10,6,1,6,7,52
2014-08-10,7,1,6,7,60
2014-08-10,8,1,6,7,68
2014-08-10,9,1,4,5,74
2014-08-10,10,1,2,2,83
2014-08-10,11,1,2,2,98
2014-08-10,12,1,2,2,105
2014-08-10,13,1,2,2,107
2014-08-10,14,1,2,2,107
2014-08-10,15,1,2,2,110
2014-08-10,16,1,2,2,110
2014-08-10,17,1,2,2,109
2014-08-10,18,1,2,2,99
2014-08-10,19,1,6,7,90
2014-08-10,20,1,8,9,86
2014-08-10,21,1,6,7,85
2014-08-10,22,1,8,9,88
2014-08-10,23,1,6,7,77
2014-08-10,24,1,9,11,56
2014-08-11,1,1,9,10,65
2014-08-11,2,1,11,12,54
2014-08-11,3,,,,48
2014-08-11,4,1,6,7,46
2014-08-11,5,1,7,8,45
2014-08-11,6,1,9,10,35
2014-08-11,7,1,13,15,35
2014-08-11,8,1,14,17,40
2014-08-11,9,1,12,14,55
2014-08-11,10,1,12,13,58
2014-08-11,11,1,8,10,69
2014-08-11,12,1,5,6,93
2014-08-11,13,,,,102
2014-08-11,14,,,,104
2014-08-11,15,1,2,2,104
2014-08-11,16,1,2,2,101
2014-08-11,17,1,2,2,98
2014-08-11,18,1,2,2,98
2014-08-11,19,1,7,7,84
2014-08-11,20,1,12,12,63
2014-08-11,21,1,5,5,82
2014-08-11,22,1,5,5,76
2014-08-11,23,1,11,11,43
2014-08-11,24,1,10,10,39
2014-08-12,1,1,13,14,36
2014-08-12,2,1,11,11,36
2014-08-12,3,,,,28
2014-08-12,4,1,9,9,37
2014-08-12,5,1,9,9,38
2014-08-12,6,1,11,11,35
2014-08-12,7,1,20,21,21
2014-08-12,8,3,28,32,28
2014-08-12,9,1,13,13,51
2014-08-12,10,1,10,10,64
2014-08-12,11,1,8,8,82
2014-08-12,12,1,5,5,91
2014-08-12,13,1,4,4,91
2014-08-12,14,1,2,2,90
2014-08-12,15,1,2,2,96
2014-08-12,16,1,2,2,101
2014-08-12,17,1,8,9,101
2014-08-12,18,1,6,6,102
2014-08-12,19,1,9,9,99
2014-08-12,20,1,10,10,94
2014-08-12,21,1,8,8,90
2014-08-12,22,1,7,7,86
2014-08-12,23,1,11,11,63
2014-08-12,24,1,10,10,53
2014-08-13,1,1,8,8,61
2014-08-13,2,1,6,6,70
2014-08-13,3,,,,61
2014-08-13,4,1,7,7,71
2014-08-13,5,1,9,9,79
2014-08-13,6,1,12,12,64
